"","CD_C1_H.Gene","CD_C1_H.CD_C1_H","CD_C2_H.CD_C2_H","CD_C3_H.CD_C3_H","CD_HS1_H.CD_HS1_H","CD_HS2_H.CD_HS2_H","CD_HS3_H.CD_HS3_H"
"651","APC2",0,0,0,0,0,0
"652","APCDD1",8,334,0,0,9,33
"653","APCDD1L",5,289,2,0,1,7
"654","APEH",0,583,0,1,10,6
"655","APELA",0,0,0,0,0,0
"656","APEX1",0,0,0,0,0,0
"657","APEX2",0,0,0,0,0,0
"658","APH1A",0,92,0,0,9,12
"659","APH1B",0,0,0,0,0,0
"660","API5",12,1200,2,8,12,36
"661","APLF",5,897,0,0,1,17
"662","APLN",1,413,4,0,4,24
"663","APLNR",0,13,0,0,0,0
"664","APLP1",4,1682,0,20,6,51
"665","APLP2",0,0,0,0,0,0
"666","APOA1",0,0,0,0,0,0
"667","APOA2",0,0,0,170,0,79
"668","APOA4",0,0,0,0,0,0
"669","APOA5",0,0,0,0,0,0
"670","APOB",1,0,0,181,0,44
"671","APOBEC2",0,0,0,0,0,0
"672","APOBEC4",0,0,0,0,0,0
"673","APOC1",0,16,10,10,3,2
"674","APOC3",0,0,0,0,0,0
"675","APOD",2,0,0,0,0,0
"676","APOE",0,114,0,14,0,18
"677","APOF",0,0,0,0,0,0
"678","APOH",0,0,0,53,0,17
"679","APOLD1",0,176,0,1,13,9
"680","APOO",26,2194,9,21,33,78
"681","APOOL",2,294,0,0,6,7
"682","APPBP2",0,0,0,0,0,0
"683","APPL1",2,556,0,0,2,5
"684","APPL2",3,499,10,3,4,29
"685","APRT",3,134,0,0,10,1
"686","APTX",4,286,0,2,3,24
"687","AQP1",0,297,7,16,8,8
"688","AQP11",0,0,0,0,0,5
"689","AQP3",22,2775,2,0,10,57
"690","AQP4",0,0,4,0,0,0
"691","AQP6",0,0,0,0,0,0
"692","AQP8",0,0,0,0,0,0
"693","AQP9",0,0,0,0,0,0
"694","AQR",3,849,0,31,3,44
"695","AR",0,399,1,0,3,8
"696","ARAF",0,0,0,0,0,0
"697","ARAP1",7,641,8,18,11,27
"698","ARAP2",0,3,0,0,0,0
"699","ARAP3",17,944,10,28,19,48
"700","ARC",0,0,0,0,0,0
"701","ARCN1",0,0,0,0,0,0
"702","AREG",0,0,0,0,0,0
"703","AREL1",6,364,1,0,12,11
"704","ARF1",12,2191,3,37,35,70
"705","ARF3",0,8,0,0,0,0
"706","ARF4",8,894,7,19,4,36
"707","ARF5",2,256,0,3,4,6
"708","ARF6",1,560,12,0,0,34
"709","ARFGAP1",0,0,0,0,0,0
"710","ARFGAP2",7,1408,20,26,18,35
"711","ARFGAP3",11,1248,19,33,19,58
"712","ARFGEF1",0,424,0,0,8,10
"713","ARFGEF2",0,0,0,0,0,0
"714","ARFGEF3",2,308,11,3,10,5
"715","ARFIP1",7,581,12,0,20,13
"716","ARFIP2",0,509,0,64,10,33
"717","ARFRP1",0,0,0,0,0,0
"718","ARG1",0,0,0,98,0,13
"719","ARG2",1,1,0,9,4,4
"720","ARGLU1",43,6817,68,190,83,295
"721","ARHGAP1",6,1395,7,1,10,46
"722","ARHGAP10",4,884,0,1,5,22
"723","ARHGAP12",9,634,4,0,17,55
"724","ARHGAP15",0,0,0,0,0,0
"725","ARHGAP17",0,0,0,0,0,0
"726","ARHGAP18",0,268,0,9,2,2
"727","ARHGAP19",1,299,13,4,5,8
"728","ARHGAP20",0,50,0,0,0,0
"729","ARHGAP21",7,274,11,0,7,3
"730","ARHGAP22",0,43,0,0,0,4
"731","ARHGAP23",1,891,0,2,16,2
"732","ARHGAP24",9,737,19,0,3,21
"733","ARHGAP25",0,0,0,0,0,0
"734","ARHGAP26",6,739,1,8,5,42
"735","ARHGAP27",0,348,0,2,3,7
"736","ARHGAP28",10,584,0,0,15,5
"737","ARHGAP29",5,661,13,0,18,10
"738","ARHGAP30",0,0,0,0,0,0
"739","ARHGAP31",2,486,0,0,6,12
"740","ARHGAP32",0,0,0,0,0,0
"741","ARHGAP33",0,16,0,0,0,16
"742","ARHGAP35",0,0,0,0,0,0
"743","ARHGAP36",0,71,0,0,0,0
"744","ARHGAP39",3,53,0,0,0,0
"745","ARHGAP40",0,0,0,0,0,0
"746","ARHGAP42",0,213,0,0,0,2
"747","ARHGAP44",0,0,0,1,0,0
"748","ARHGAP45",0,69,0,0,0,0
"749","ARHGAP5",19,755,11,14,5,56
"750","ARHGAP6",0,357,0,0,1,1
"751","ARHGAP8",4,168,4,0,0,10
"752","ARHGAP9",0,261,19,34,2,15
"753","ARHGDIA",19,3677,88,12,39,135
"754","ARHGDIB",19,2124,26,6,28,114
"755","ARHGDIG",0,0,0,0,0,0
"756","ARHGEF1",0,372,0,2,4,0
"757","ARHGEF10",1,146,7,0,1,4
"758","ARHGEF10L",0,0,0,0,0,0
"759","ARHGEF11",1,957,0,8,2,18
"760","ARHGEF12",0,0,0,0,0,0
"761","ARHGEF16",0,0,0,0,0,0
"762","ARHGEF17",7,560,7,3,5,9
"763","ARHGEF18",3,516,2,15,6,10
"764","ARHGEF19",0,0,0,0,0,0
"765","ARHGEF2",9,270,0,8,3,19
"766","ARHGEF25",1,138,1,1,0,0
"767","ARHGEF26",0,73,0,29,0,0
"768","ARHGEF28",0,0,0,0,0,1
"769","ARHGEF3",3,111,0,0,13,0
"770","ARHGEF33",0,0,0,0,0,0
"771","ARHGEF37",0,32,0,1,0,3
"772","ARHGEF38",0,0,0,0,0,0
"773","ARHGEF39",0,158,0,0,0,9
"774","ARHGEF4",3,665,0,0,14,23
"775","ARHGEF40",5,542,0,5,13,56
"776","ARHGEF6",3,413,8,0,9,4
"777","ARHGEF7",2,1079,17,33,15,10
"778","ARHGEF9",2,1270,10,37,16,40
"779","ARID1A",0,1,0,0,0,0
"780","ARID1B",9,675,18,8,3,8
"781","ARID2",1,637,4,0,8,7
"782","ARID3A",0,129,4,10,3,8
"783","ARID3B",0,31,0,0,0,0
"784","ARID3C",0,34,0,0,0,3
"785","ARID4A",26,1491,15,3,13,74
"786","ARID4B",26,1329,31,26,8,96
"787","ARID5A",0,307,0,0,1,7
"788","ARID5B",0,533,0,0,5,10
"789","ARIH1",0,0,0,0,0,0
"790","ARIH2",10,556,0,14,0,20
"791","ARL1",3,413,0,0,8,27
"792","ARL10",0,206,0,0,4,8
"793","ARL11",0,2,0,0,0,0
"794","ARL13A",0,0,0,0,0,2
"795","ARL13B",8,551,0,35,1,52
"796","ARL14",0,0,0,0,0,0
"797","ARL14EPL",0,0,0,0,0,0
"798","ARL15",1,215,0,0,1,2
"799","ARL16",0,164,0,0,0,1
"800","ARL2",1,157,0,0,0,0
"801","ARL3",6,521,8,5,6,16
"802","ARL4A",5,652,0,6,5,43
"803","ARL4C",0,0,0,0,0,0
"804","ARL4D",0,98,0,0,0,0
"805","ARL5A",0,0,0,0,0,0
"806","ARL5B",0,139,0,0,0,0
"807","ARL5C",0,153,0,2,5,8
"808","ARL6",2,456,10,2,5,12
"809","ARL6IP1",0,0,0,0,0,0
"810","ARL6IP4",24,2550,57,57,55,184
"811","ARL6IP5",12,1401,12,0,21,16
"812","ARL6IP6",0,0,0,0,0,0
"813","ARL8A",0,0,0,0,0,0
"814","ARL8B",6,204,12,0,0,14
"815","ARL9",5,674,2,1,12,41
"816","ARMC1",1,176,2,0,0,21
"817","ARMC10",3,414,8,0,4,5
"818","ARMC12",0,0,0,0,0,0
"819","ARMC2",0,0,0,0,0,0
"820","ARMC3",0,3,0,0,0,3
"821","ARMC5",0,268,20,0,1,16
"822","ARMC6",0,238,0,0,0,3
"823","ARMC7",6,102,0,8,0,3
"824","ARMC8",4,567,5,0,0,12
"825","ARMC9",1,128,0,0,3,9
"826","ARMH1",0,29,0,0,0,10
"827","ARMH2",0,0,0,0,0,0
"828","ARMH3",2,564,6,3,5,24
"829","ARMH4",0,346,4,0,2,10
"830","ARMT1",0,108,8,0,0,7
"831","ARNT",12,865,5,67,4,28
"832","ARNT2",0,0,0,0,0,0
"833","ARNTL",1,234,0,0,7,1
"834","ARNTL2",11,860,1,2,11,8
"835","ARPC1A",0,0,0,0,0,0
"836","ARPC1B",0,25,0,0,0,5
"837","ARPC2",0,73,0,0,0,0
"838","ARPC3",30,1378,61,64,34,99
"839","ARPC4",10,1845,12,7,17,85
"840","ARPC5",18,616,13,20,10,8
"841","ARPC5L",0,220,3,12,3,13
"842","ARPIN",0,0,0,0,0,0
"843","ARPP19",0,0,0,0,0,0
"844","ARPP21",7,516,9,0,3,18
"845","ARR3",0,0,0,0,0,0
"846","ARRB1",0,18,0,0,0,6
"847","ARRDC1",0,217,2,0,0,2
"848","ARRDC2",25,3954,10,63,43,163
"849","ARRDC3",3,773,0,0,22,46
"850","ARRDC4",0,114,0,0,0,0
"851","ARRDC5",0,0,0,0,0,0
"852","ARSA",5,592,7,14,16,31
"853","ARSB",2,48,0,0,0,7
"854","ARSG",5,190,0,0,6,7
"855","ARSI",0,167,2,0,0,11
"856","ARSJ",0,154,0,0,0,4
"857","ARSK",0,92,0,0,2,0
"858","ART1",0,295,0,0,4,5
"859","ART4",0,0,0,0,0,0
"860","ARTN",0,35,0,0,1,0
"861","ARV1",0,101,0,0,0,0
"862","ARVCF",64,9172,90,79,85,268
"863","ARX",0,10,0,0,0,0
"864","AS3MT",13,1502,13,38,13,35
"865","ASAH1",7,481,11,14,9,23
"866","ASAP1",0,93,19,0,0,6
"867","ASAP2",6,108,6,0,5,2
"868","ASAP3",0,0,0,0,0,0
"869","ASB1",0,0,0,0,0,0
"870","ASB10",0,152,6,0,0,8
"871","ASB11",1,261,0,0,7,0
"872","ASB12",11,1107,22,0,18,7
"873","ASB13",5,233,0,0,0,7
"874","ASB14",0,0,0,0,0,0
"875","ASB15",2,837,0,0,21,11
"876","ASB16",0,109,0,0,0,2
"877","ASB18",0,38,3,0,0,0
"878","ASB2",26,3469,16,17,37,79
"879","ASB3",0,240,0,0,0,2
"880","ASB4",0,4,0,0,0,0
"881","ASB5",14,1744,11,13,28,70
"882","ASB6",0,329,0,21,3,4
"883","ASB7",0,0,0,0,0,0
"884","ASB8",7,902,8,0,11,24
"885","ASB9",0,41,0,0,0,0
"886","ASCC1",3,516,17,46,22,22
"887","ASCC2",6,618,29,0,7,47
"888","ASCC3",0,165,0,0,0,9
"889","ASCL1",0,0,0,0,0,0
"890","ASCL2",0,0,0,0,0,0
"891","ASCL3",0,0,0,0,0,0
"892","ASCL4",0,0,0,0,0,0
"893","ASF1A",0,242,0,25,6,4
"894","ASF1B",0,0,0,0,0,0
"895","ASH1L",7,1362,16,26,11,42
"896","ASH2L",11,1680,0,31,28,62
"897","ASIC1",0,0,0,0,0,0
"898","ASIC2",1,125,0,0,0,0
"899","ASIC3",0,0,0,0,0,0
"900","ASIC4",0,0,0,0,0,0
"901","ASIC5",0,0,0,0,0,0
"902","ASL",0,0,0,0,0,0
"903","ASMTL",8,995,14,20,18,45
"904","ASNS",1,218,0,0,0,6
"905","ASNSD1",0,0,0,0,0,0
"906","ASPA",0,0,0,0,0,0
"907","ASPDH",0,0,0,0,0,0
"908","ASPG",3,210,14,0,11,7
"909","ASPHD2",1,265,3,0,0,4
"910","ASPM",5,765,8,0,6,40
"911","ASPN",0,63,0,0,0,0
"912","ASPSCR1",3,1111,8,24,8,18
"913","ASRGL1",0,93,0,0,5,11
"914","ASS1",0,0,0,85,5,24
"915","ASTE1",0,29,0,17,1,5
"916","ASTL",0,0,0,0,0,0
"917","ASTN1",0,0,1,0,0,0
"918","ASTN2",0,0,0,0,0,0
"919","ASXL1",0,0,0,0,0,0
"920","ASXL2",0,541,4,15,8,6
"921","ASXL3",1,121,0,0,2,0
"922","ASZ1",0,0,0,0,0,0
"923","ATAD1",10,1016,25,0,15,55
"924","ATAD2",5,1074,3,0,8,43
"925","ATAD2B",3,488,2,0,0,8
"926","ATAD3A",0,0,0,0,0,0
"927","ATAD5",8,423,3,7,8,9
"928","ATAT1",1,473,0,0,5,22
"929","ATCAY",0,24,0,0,0,0
"930","ATE1",6,1427,11,0,14,21
"931","ATF1",0,0,0,0,0,0
"932","ATF2",0,5,0,0,0,0
"933","ATF3",2,130,8,33,4,30
"934","ATF4",91,5497,75,223,97,477
"935","ATF5",0,0,0,0,0,0
"936","ATF6",7,526,10,20,8,27
"937","ATF6B",3,462,0,3,6,32
"938","ATF7",0,48,0,0,0,0
"939","ATF7IP2",0,16,0,0,0,0
"940","ATG10",0,125,0,0,0,10
"941","ATG101",0,0,0,0,0,0
"942","ATG12",3,512,3,0,5,15
"943","ATG13",4,555,0,0,2,13
"944","ATG14",0,376,0,0,0,3
"945","ATG16L1",0,476,7,18,7,36
"946","ATG16L2",0,145,0,0,0,0
"947","ATG2A",0,500,0,1,8,2
"948","ATG2B",2,163,11,0,0,27
"949","ATG3",10,1115,10,8,11,38
"950","ATG4A",8,538,17,61,8,21
"951","ATG4B",0,351,0,0,8,2
"952","ATG4C",0,60,0,0,0,0
"953","ATG4D",0,0,0,0,0,0
"954","ATG5",1,1023,5,6,22,11
"955","ATG7",6,93,3,0,3,7
"956","ATG9A",0,0,0,0,0,0
"957","ATIC",0,0,0,0,0,0
"958","ATL1",0,2,0,0,0,0
"959","ATL2",2,513,11,0,9,9
"960","ATL3",10,1220,8,0,12,68
"961","ATM",0,351,3,0,2,1
"962","ATMIN",0,58,0,0,0,0
"963","ATN1",2,332,2,1,4,26
"964","ATOH1",0,0,0,0,0,0
"965","ATOH7",0,37,0,0,0,0
"966","ATOH8",0,144,0,9,0,0
"967","ATOX1",1,521,6,6,3,44
"968","ATP10A",0,16,0,0,0,0
"969","ATP10B",0,0,0,0,0,0
"970","ATP10D",0,187,17,13,9,2
"971","ATP11A",7,815,18,21,10,18
"972","ATP11B",12,1413,9,25,20,44
"973","ATP11C",10,1215,0,15,15,54
"974","ATP12A",0,0,0,0,0,0
"975","ATP13A1",0,0,0,0,1,4
"976","ATP13A2",0,25,0,0,0,0
"977","ATP13A3",4,438,13,12,15,4
"978","ATP13A4",0,39,0,0,5,0
"979","ATP13A5",0,0,0,0,0,0
"980","ATP1A1",64,7002,54,139,97,353
"981","ATP1B1",32,3898,50,9,29,119
"982","ATP1B3",0,268,0,5,9,10
"983","ATP1B4",0,93,15,0,0,0
"984","ATP23",11,466,0,20,10,4
"985","ATP2A1",0,1,22,0,0,0
"986","ATP2A2",93,13938,108,144,107,375
"987","ATP2A3",0,0,0,0,0,0
"988","ATP2B1",0,175,1,10,16,25
"989","ATP2B2",0,0,0,0,0,0
"990","ATP2B4",0,0,0,0,0,0
"991","ATP2C1",37,3861,61,89,25,128
"992","ATP2C2",0,0,0,0,0,3
"993","ATP4A",0,0,0,0,0,0
"994","ATP4B",0,0,0,0,0,0
"995","ATP5F1A",152,16009,182,335,202,785
"996","ATP5F1B",0,0,0,0,0,0
"997","ATP5F1C",31,3090,59,75,40,168
"998","ATP5F1D",9,1648,7,0,22,68
"999","ATP5F1E",0,0,0,0,0,0
"1000","ATP5IF1",0,0,0,0,0,0
"1001","ATP5MC1",9,685,0,0,7,46
"1002","ATP5MC2",0,0,0,0,0,0
"1003","ATP5MC3",0,0,0,0,0,0
"1004","ATP5ME",25,209,22,26,72,147
"1005","ATP5MF",0,0,0,0,0,0
"1006","ATP5MG",0,0,0,0,0,0
"1007","ATP5MJ",16,1851,23,67,23,66
"1008","ATP5MK",1,291,27,17,32,15
"1009","ATP5PB",0,0,0,0,0,0
"1010","ATP5PD",41,2910,43,151,86,150
"1011","ATP5PF",13,2152,21,89,83,104
"1012","ATP5PO",39,3425,54,178,92,206
"1013","ATP6AP1",0,0,0,0,0,0
"1014","ATP6AP2",2,353,9,0,9,7
"1015","ATP6V0A1",10,839,6,17,13,50
"1016","ATP6V0A2",0,891,6,0,5,8
"1017","ATP6V0A4",5,212,0,0,6,10
"1018","ATP6V0B",2,1328,11,31,10,39
"1019","ATP6V0C",0,37,0,0,5,5
"1020","ATP6V0D1",6,912,4,29,9,37
"1021","ATP6V0D2",0,0,0,0,0,0
"1022","ATP6V0E1",2,254,0,0,4,1
"1023","ATP6V1A",2,541,19,29,4,18
"1024","ATP6V1B1",0,0,0,0,0,0
"1025","ATP6V1B2",0,368,0,0,3,39
"1026","ATP6V1C1",1,266,0,22,4,16
"1027","ATP6V1C2",0,0,0,0,0,0
"1028","ATP6V1D",14,1203,4,3,30,83
"1029","ATP6V1E1",8,482,9,0,16,55
"1030","ATP6V1F",0,16,0,0,0,2
"1031","ATP6V1FNB",0,0,0,0,0,0
"1032","ATP6V1G1",6,689,12,73,35,61
"1033","ATP6V1G3",0,0,0,0,0,0
"1034","ATP6V1H",3,785,2,0,1,22
"1035","ATP7A",1,543,0,0,5,10
"1036","ATP7B",0,169,4,0,0,3
"1037","ATP8A1",0,124,1,0,0,0
"1038","ATP8A2",0,14,0,4,0,0
"1039","ATP8B1",0,0,0,0,0,0
"1040","ATP8B2",7,286,0,7,5,20
"1041","ATP8B3",0,0,0,0,0,0
"1042","ATP8B4",0,127,2,0,1,2
"1043","ATP9A",19,2427,24,80,66,144
"1044","ATP9B",0,232,0,0,0,12
"1045","ATPAF1",16,934,19,33,27,54
"1046","ATPAF2",0,626,7,0,4,5
"1047","ATPSCKMT",2,16,0,0,0,0
"1048","ATR",2,328,0,0,2,0
"1049","ATRAID",0,238,0,16,0,3
"1050","ATRN",4,418,0,0,4,11
"1051","ATRNL1",0,1,0,0,0,0
"1052","ATRX",146,12278,109,405,142,1001
"1053","ATXN1",8,914,3,34,30,17
"1054","ATXN10",0,188,0,0,0,7
"1055","ATXN1L",3,400,0,29,1,18
"1056","ATXN2",8,1439,27,0,6,117
"1057","ATXN2L",7,988,10,1,15,96
"1058","ATXN3",0,456,4,0,14,3
"1059","ATXN7",0,310,0,0,4,2
"1060","ATXN7L1",0,138,11,0,0,3
"1061","ATXN7L2",0,0,0,0,0,0
"1062","ATXN7L3",0,490,10,0,3,18
"1063","AUH",0,600,14,5,4,8
"1064","AUP1",5,288,0,2,3,21
"1065","AURKA",0,0,0,0,0,0
"1066","AURKAIP1",0,0,0,0,0,0
"1067","AURKB",0,0,0,0,0,0
"1068","AUTS2",0,0,0,0,0,0
"1069","AVEN",9,464,0,20,11,11
"1070","AVIL",0,1,0,0,0,0
"1071","AVL9",0,50,0,0,1,0
"1072","AVPI1",3,146,0,0,0,0
"1073","AVPR1A",0,0,0,0,0,0
"1074","AVPR1B",0,0,0,0,0,0
"1075","AXDND1",0,0,0,0,0,0
"1076","AXIN1",0,0,0,0,0,0
"1077","AXIN2",2,145,0,0,0,0
"1078","AXL",0,34,0,0,0,0
"1079","AZI2",4,417,0,3,5,10
"1080","AZIN1",7,832,6,0,9,18
"1081","AZIN2",0,2,0,0,0,0
"1082","B2M",0,0,0,0,0,0
"1083","B3GALNT1",5,1213,10,44,7,34
"1084","B3GALNT2",5,1169,4,6,15,26
"1085","B3GALT1",0,0,0,0,0,0
"1086","B3GALT2",0,329,0,0,1,5
"1087","B3GALT4",0,230,5,0,0,0
"1088","B3GALT6",5,515,0,7,3,8
"1089","B3GALT9",0,0,0,0,0,0
"1090","B3GAT1",0,110,0,0,0,1
"1091","B3GAT2",0,0,0,0,0,0
"1092","B3GAT3",4,115,0,33,0,8
"1093","B3GLCT",0,465,0,0,7,11
"1094","B3GNT2",2,103,0,0,0,0
"1095","B3GNT3",0,0,0,0,0,0
"1096","B3GNT4",0,0,0,0,0,0
"1097","B3GNT5",0,80,0,11,1,7
"1098","B3GNT7",0,0,0,0,0,0
"1099","B3GNT8",0,141,0,0,1,4
"1100","B3GNT9",0,40,0,0,0,0
"1101","B3GNTL1",0,77,0,1,0,0
"1102","B4GALNT1",0,0,0,0,0,0
"1103","B4GALNT3",0,280,0,27,1,17
"1104","B4GALNT4",1,1743,1,39,8,40
"1105","B4GALT1",0,108,0,10,3,1
"1106","B4GALT2",11,1626,45,0,3,64
"1107","B4GALT3",0,338,0,0,1,22
"1108","B4GALT4",8,628,5,3,3,22
"1109","B4GALT5",0,30,0,0,0,0
"1110","B4GALT6",0,441,10,17,0,15
"1111","B4GALT7",2,463,1,0,2,12
"1112","B4GAT1",0,178,0,1,0,2
"1113","B9D1",0,0,0,0,0,0
"1114","B9D2",0,2,0,0,0,0
"1115","BAALC",0,0,0,0,0,0
"1116","BAAT",0,0,0,0,0,0
"1117","BABAM1",7,437,0,10,1,10
"1118","BABAM2",7,555,8,0,17,12
"1119","BACE1",0,0,0,0,0,0
"1120","BACE2",2,326,0,0,12,0
"1121","BACH1",4,124,0,0,4,5
"1122","BACH2",0,249,0,0,0,6
"1123","BAD",0,27,4,0,0,2
"1124","BAG1",2,426,2,0,7,12
"1125","BAG2",0,0,0,0,0,0
"1126","BAG3",32,4057,48,513,580,2598
"1127","BAG4",0,725,0,33,22,35
"1128","BAG5",1,181,0,0,3,1
"1129","BAHCC1",6,754,11,0,0,36
"1130","BAHD1",1,104,0,0,0,6
"1131","BAIAP2",2,463,0,0,3,8
"1132","BAIAP2L1",0,0,0,0,0,0
"1133","BAIAP2L2",0,0,0,0,0,0
"1134","BAK1",0,1,0,0,0,0
"1135","BAMBI",5,297,11,25,8,8
"1136","BANF1",6,434,9,0,4,9
"1137","BANF2",0,0,0,0,0,0
"1138","BANK1",0,7,0,0,0,0
"1139","BAP1",4,626,0,0,5,31
"1140","BARD1",0,0,0,0,0,0
"1141","BARHL1",0,0,0,0,0,0
"1142","BARHL2",0,0,0,0,0,0
"1143","BARX1",0,0,0,0,0,1
"1144","BARX2",0,0,0,0,0,0
"1145","BASP1",5,572,18,13,10,16
"1146","BATF",0,0,0,0,0,0
"1147","BATF2",0,0,0,0,0,0
"1148","BATF3",0,35,0,0,0,0
"1149","BAX",0,0,0,0,0,0
"1150","BAZ1A",22,1752,18,8,19,180
"1151","BAZ1B",1,214,0,0,0,7
"1152","BAZ2A",0,0,0,0,0,0
"1153","BAZ2B",0,0,0,0,0,0
"1154","BBIP1",0,91,0,0,9,6
"1155","BBLN",0,57,0,5,0,0
"1156","BBOF1",5,65,0,0,0,7
"1157","BBOX1",3,318,0,0,0,6
"1158","BBS1",3,139,0,0,0,5
"1159","BBS10",0,0,0,0,0,0
"1160","BBS12",0,0,0,0,0,0
"1161","BBS2",2,501,0,11,17,36
"1162","BBS4",0,0,0,0,0,0
"1163","BBS5",0,0,0,0,0,0
"1164","BBS7",0,0,0,0,0,4
"1165","BBS9",2,192,0,0,1,3
"1166","BBX",4,105,0,14,0,42
"1167","BCAM",11,1474,1,14,0,16
"1168","BCAN",0,0,0,0,0,0
"1169","BCAP29",5,699,3,0,14,3
"1170","BCAR1",5,799,15,29,6,32
"1171","BCAR3",5,307,0,0,16,25
"1172","BCAS1",0,0,0,0,0,0
"1173","BCAS2",0,0,0,0,0,0
"1174","BCAS3",0,468,13,0,7,14
"1175","BCAS4",0,0,0,0,0,0
"1176","BCAT1",14,965,20,36,13,40
"1177","BCAT2",0,1,0,0,0,0
"1178","BCDIN3D",0,0,0,0,0,0
"1179","BCHE",0,104,10,0,0,0
"1180","BCKDHA",0,0,0,0,0,0
"1181","BCKDHB",2,196,0,25,4,0
"1182","BCKDK",14,1030,0,0,14,40
"1183","BCL10",2,273,16,16,5,30
"1184","BCL11A",0,451,0,1,18,42
"1185","BCL11B",0,19,0,0,0,0
"1186","BCL2",2,400,5,0,0,2
"1187","BCL2A1",0,0,0,0,0,0
"1188","BCL2L1",0,0,0,0,0,0
"1189","BCL2L10",0,0,0,0,0,0
"1190","BCL2L11",0,95,6,0,0,3
"1191","BCL2L12",0,0,0,0,0,0
"1192","BCL2L13",18,3470,59,19,33,81
"1193","BCL2L14",0,183,0,21,0,0
"1194","BCL2L15",0,0,0,0,0,0
"1195","BCL6",3,414,0,29,11,18
"1196","BCL7A",0,210,0,0,0,0
"1197","BCL7B",0,0,0,0,0,0
"1198","BCL7C",0,43,13,5,0,3
"1199","BCL9",3,282,0,10,0,8
"1200","BCL9L",0,134,5,11,0,0
"1201","BCLAF1",29,1643,38,68,18,110
"1202","BCLAF3",0,352,23,0,2,10
"1203","BCO1",1,435,11,0,5,10
"1204","BCOR",1,1001,0,1,6,53
"1205","BCORL1",0,136,0,0,2,10
"1206","BCR",2,572,23,26,8,31
"1207","BDH1",17,2648,74,26,27,120
"1208","BDH2",0,1,2,0,0,0
"1209","BDKRB2",0,77,0,0,0,0
"1210","BDNF",2,0,0,0,0,0
"1211","BDP1",6,533,12,0,4,24
"1212","BECN1",14,2009,16,0,41,100
"1213","BEGAIN",0,0,0,0,0,0
"1214","BEND2",0,178,0,0,2,2
"1215","BEND3",4,295,0,0,0,5
"1216","BEND4",0,0,0,0,0,0
"1217","BEND6",0,76,0,0,0,4
"1218","BEND7",4,167,0,2,0,8
"1219","BEST1",0,0,0,0,0,0
"1220","BEST2",0,0,0,0,0,0
"1221","BEST3",0,5,0,0,0,2
"1222","BEST4",0,0,0,0,0,0
"1223","BET1",5,119,0,0,1,3
"1224","BET1L",7,383,0,19,2,4
"1225","BFAR",0,0,0,0,0,0
"1226","BFSP1",0,0,0,0,0,0
"1227","BFSP2",0,0,0,0,0,0
"1228","BGN",9,1634,17,9,6,49
"1229","BHLHA15",0,0,0,0,0,0
"1230","BHLHE22",0,0,0,0,0,0
"1231","BHLHE23",0,0,0,0,0,0
"1232","BHLHE40",2,770,7,2,16,10
"1233","BHLHE41",0,422,15,2,0,12
"1234","BICC1",3,508,0,0,2,0
"1235","BICD1",0,111,0,0,0,0
"1236","BICD2",24,2729,76,2,36,141
"1237","BICDL1",0,0,0,0,0,0
"1238","BICDL2",0,0,0,0,0,0
"1239","BICRA",0,0,0,0,0,0
"1240","BICRAL",0,417,0,0,2,7
"1241","BID",17,748,9,24,24,35
"1242","BIN1",0,0,0,0,0,0
"1243","BIN2",1,226,0,0,13,4
"1244","BIN3",4,664,0,0,3,44
"1245","BIRC6",3,991,0,23,13,26
"1246","BIRC7",0,0,0,0,0,0
"1247","BIVM",0,353,6,0,1,15
"1248","BLK",0,0,0,0,0,0
"1249","BLM",0,0,0,0,0,0
"1250","BLMH",0,0,0,0,0,0
"1251","BLNK",5,56,0,0,0,4
"1252","BLOC1S1",0,0,0,0,0,0
"1253","BLOC1S2",11,176,1,0,2,21
"1254","BLOC1S3",0,0,0,0,0,0
"1255","BLOC1S4",2,112,0,0,7,5
"1256","BLOC1S5",0,390,0,0,10,40
"1257","BLOC1S6",0,0,0,0,0,0
"1258","BLVRA",3,138,0,0,0,5
"1259","BLVRB",0,0,0,0,0,0
"1260","BLZF1",3,407,1,0,4,2
"1261","BMERB1",0,0,0,0,0,0
"1262","BMF",3,26,0,0,7,1
"1263","BMP1",11,2955,9,93,18,76
"1264","BMP10",17,930,29,15,44,66
"1265","BMP15",0,0,0,0,0,0
"1266","BMP2",0,60,0,0,0,0
"1267","BMP2K",6,227,1,0,3,40
"1268","BMP3",0,1,0,0,0,0
"1269","BMP4",0,145,0,0,0,0
"1270","BMP5",0,566,0,0,4,2
"1271","BMP6",0,67,10,0,0,0
"1272","BMP7",0,0,0,0,0,0
"1273","BMPER",0,126,0,0,0,0
"1274","BMPR1A",0,222,0,2,0,22
"1275","BMPR1B",0,0,0,0,0,8
"1276","BMPR2",0,0,0,0,0,0
"1277","BMS1",16,1773,46,78,47,121
"1278","BMT2",3,90,15,7,2,14
"1279","BMX",0,0,0,0,0,14
"1280","BNC1",0,2,0,0,0,0
"1281","BNC2",0,139,0,0,0,2
"1282","BNIP1",0,49,11,12,0,9
"1283","BNIP2",0,1,0,0,0,0
"1284","BNIP3",19,1969,5,14,21,22
"1285","BNIP3L",5,1337,11,0,16,26
"1286","BNIP5",0,0,0,0,0,0
"1287","BNIPL",0,0,0,0,0,0
"1288","BOC",0,480,0,0,0,13
